CARID,Name,Predicted Spill Frequency / Year,Predicted Spill Volume / Year (m3),Storm Overflow Classification,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description,Monitored,2023 Spill Count,2023 Spill Duration (hrs),2024 Spill count,2024 Spill duration (hrs),2024 Percent Availability,Commentary
CO004357169,Bankside Shinn FFT CSO,,,To be Determined,Undefined,Undefined,313222,331547,313222 331547,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO002988711,Chester Avenue Marine CSO,,,To be Determined,GBNI8NE003,Larne Lough,347642,391855,347642 391855,Discharge Point Coordinates,,,,,,,
SP002021756,Madden Riverdale TPS,,,To be Determined,UKGBNI1NB030308236,Tynan River,281791,338254,281791 338254,Discharge Point Coordinates,,,,,,,
CO000984621,Lislea Hall Road FFT CSO,,,To be Determined,Undefined,Undefined,301098,324670,301098 324670,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022267,Killaney Bangor WwPS,,,To be Determined,GBNI8NE025,Belfast Lough,347842,380190,347842 380190,Discharge Point Coordinates,,,,,,,
SP002022863,Glenavy Pigeontown TPS,,,To be Determined,UKGBNI1NB030308208,Glenavy River,315303,373028,315303 373028,Discharge Point Coordinates,,,,,,,
SP002023003,Cloneen Drive WwPS,,,To be Determined,UKGBNI1NB030308221,Ballymoney River,295319,426506,295319 426506,Discharge Point Coordinates,,,,,,,
SP002022173,Ballygowan Ballyvally WwPS,,,To be Determined,UKGBNI1NB030308256,River Bann (Gilford),311805,345502,311805 345502,Discharge Point Coordinates,,,,,,,
CO004356774,Grange Taylorstown FA CSO,,,To be Determined,Undefined,Undefined,302944,395186,302944 395186,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356921,Leitrim FA CSO,,,To be Determined,Undefined,Undefined,330581,339118,330581 339118,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356795,Annahugh Road FA CSO,,,To be Determined,Undefined,Undefined,293243,352404,293243 352404,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO002849745,The Slip CSO,,,To be Determined,GBNI8NE037,Strangford,358911,349750,358911 349750,Discharge Point Coordinates,,,,,,,
CO004357146,Lisbellaw FFT CSO,,,To be Determined,Undefined,Undefined,230033,340477,230033 340477,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984781,Raceview Park Ballymoney CSO,,,To be Determined,UKGBNI1NB030308221,Ballymoney River,295190,425366,295190 425366,Discharge Point Coordinates,,,,,,,
CO004357241,Carrickmore FFT CSO,,,To be Determined,Undefined,Undefined,261771,371524,261771 371524,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022424,Artabracken Road WwPS,,,To be Determined,UKGBNI1NB030308110,Ballybay River,299194,351329,299194 351329,Discharge Point Coordinates,,,,,,,
SP003449634,Kilmore Crossgar WwPS,,,To be Determined,UKGBNI1NE050505115,Quoile River,344685,350617,344685 350617,Discharge Point Coordinates,,,,,,,
SP002022908,Woodland Road WwPS,,,To be Determined,UKGBNI1NB030308205,Moyola River (Straw),277750,394839,277750 394839,Discharge Point Coordinates,,,,,,,
CO000984557,Victoria Street CSO,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,307995,359340,307995 359340,Discharge Point Coordinates,,,,,,,
CO000984420,Magheratimpany CSO,,,To be Determined,UKGBNI1NE050504066,Drumaness Tributary,338786,348634,338786 348634,Discharge Point Coordinates,,,,,,,
SP002022145,Carrington Street OFPS,,,To be Determined,GBNI8NE023,Lagan,334844,373641,334844 373641,Discharge Point Coordinates,,,,,,,
SP002022377,Thornleigh WwPS,,,To be Determined,Undefined,Undefined,349960,365793,349960 365793,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356929,Drumhillery FA CSO,,,To be Determined,Undefined,Undefined,279233,336191,279233 336191,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356890,Redford FA CSO,,,To be Determined,Undefined,Undefined,282991,358618,282991 358618,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021900,Killywool WwPS,,,To be Determined,UKGBNI1NW020203029,Faughanvale River,256788,418225,256788 418225,Discharge Point Coordinates,,,,,,,
SP002022031,Hillcrest Drive WwPS,,,To be Determined,UKGBNI1NW363604057,Ballycassidy River,223816,358881,223816 358881,Discharge Point Coordinates,,,,,,,
SP002630082,Glasdrumman Crossmaglen FEPS,,,To be Determined,UKGBNI1NB060608235,Cully Water,296499,315073,296499 315073,Discharge Point Coordinates,,,,,,,
CO004356781,Pomeroy FA CSO,,,To be Determined,Undefined,Undefined,269435,372070,269435 372070,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021879,Gortinreid Bridge WwPS,,,To be Determined,UKGBNI1NW020203030,Muff River,252615,417067,252615 417067,Discharge Point Coordinates,,,,,,,
SP003398835,Lisnamonaghan Road Dungannon WwPS,,,To be Determined,UKGBNI1NB030308222,Torrent River,275892,362308,275892 362308,Discharge Point Coordinates,,,,,,,
SP002022615,Carran Road WwPS,,,To be Determined,UKGBNI1NB060608250,Fane River (Ballynacarry),290953,315516,290953 315516,Discharge Point Coordinates,,,,,,,
CO000984269,Riverside Road Bangor CSO,,,To be Determined,UKGBNI1NE050502084,Ballyholme River,352558,381648,352558 381648,Discharge Point Coordinates,,,,,,,
CO004227068,Rosemary Crescent Bangor CSO,,,To be Determined,GBNI8NE025,Belfast Lough,349799,380515,349799 380515,Discharge Point Coordinates,,,,,,,
CO004357237,Glack Laurel Road FFT CSO,,,To be Determined,Undefined,Undefined,262284,418861,262284 418861,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984091,Letterkeen CSO,,,To be Determined,UKGBNI1NW363601059,Dooraa Tributary,217435,365092,217435 365092,Discharge Point Coordinates,,,,,,,
CO004356905,Kesh FA CSO,,,To be Determined,Undefined,Undefined,217835,363886,217835 363886,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP003407247,Stoneyford Moss Road WwPS,,,To be Determined,UKGBNI1NB030308208,Glenavy River,321179,370080,321179 370080,Discharge Point Coordinates,,,,,,,
SP002022300,Rubane Two WwPS,,,To be Determined,UKGBNI1NE050504022,Blackstaff (Ards) River,361416,360341,361416 360341,Discharge Point Coordinates,,,,,,,
SP002021855,Tullybroom Road WwPS,,,To be Determined,UKGBNI1NB030308223,River Blackwater (Augher),253933,352275,253933 352275,Discharge Point Coordinates,,,,,,,
SP002022945,Brockaghboy and Dunnavenny WwPS,,,To be Determined,UKGBNI1NB030301075,Agivey River (Garvagh),281426,413042,281426 413042,Discharge Point Coordinates,,,,,,,
SP002022190,Moira Old WwPS,,,To be Determined,Undefined,Undefined,315653,361195,315653 361195,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357198,Mullaghglass Newry FFT CSO,,,To be Determined,Undefined,Undefined,306439,329822,306439 329822,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP003107646,Stonebridge Gardens WwPS,,,To be Determined,UKGBNI1NE050502084,Ballyholme River,351013,378340,351013 378340,Discharge Point Coordinates,,,,,,,
SP002022053,Kesh Road WwPS,,,To be Determined,UKGBNI1NW363604085,Erne River (Belleek),195869,359115,195869 359115,Discharge Point Coordinates,,,,,,,
CO004356823,Milltown Burndennet FA CSO,,,To be Determined,Undefined,Undefined,239299,404376,239299 404376,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022618,Lismore WwPS,,,To be Determined,UKGBNI1NB060608246,Creggan River,291196,314607,291196 314607,Discharge Point Coordinates,,,,,,,
CO004357328,Bready FFT CSO,,,To be Determined,Undefined,Undefined,236506,407595,236506 407595,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984139,Ballygawley Chapel CSO,,,To be Determined,UKGBNI1NB030307175,Ballygawley Water,262939,357316,262939 357316,Discharge Point Coordinates,,,,,,,
CO004357299,Claudy FFT CSO,,,To be Determined,Undefined,Undefined,254682,407335,254682 407335,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021681,Edenderry Artasooly WwPS,,,To be Determined,UKGBNI1NB030307043,River Blackwater (Benburb),282213,349736,282213 349736,Discharge Point Coordinates,,,,,,,
CO004356991,Ravernet FFT CSO,,,To be Determined,Undefined,Undefined,326721,361083,326721 361083,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022513,Cumber Road WwPS,,,To be Determined,UKGBNI1NE050504066,Drumaness Tributary,339527,349545,339527 349545,Discharge Point Coordinates,,,,,,,
CO004356976,Annacloy FFT CSO,,,To be Determined,Undefined,Undefined,344837,348650,344837 348650,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357341,Ballykelly FFT CSO,,,To be Determined,Undefined,Undefined,262463,422849,262463 422849,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357184,Largy Limavady FFT CSO,,,To be Determined,Undefined,Undefined,267394,418074,267394 418074,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP003396981,The Valley,,,To be Determined,UKGBNI1NB060608228,Forkhill River,299543,318923,299543 318923,Discharge Point Coordinates,,,,,,,
SP002022316,New Court WwPS,,,To be Determined,GBNI8NE029,Strangford,365800,360095,365800 360095,Discharge Point Coordinates,,,,,,,
SP002022754,Lisleen WwPS,,,To be Determined,UKGBNI1NE050504081,Ballystockart River,340477,368796,340477 368796,Discharge Point Coordinates,,,,,,,
SP002022474,Scarva WwPS,,,To be Determined,UKGBNI1NB030308218,Cusher River (Tandragee),306408,343921,306408 343921,Discharge Point Coordinates,,,,,,,
CO004356812,Carrickrovaddy FA CSO,,,To be Determined,Undefined,Undefined,295323,324515,295323 324515,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356841,Ballyquin FA CSO,,,To be Determined,Undefined,Undefined,268689,418142,268689 418142,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021672,Glenanne Mountnorris WwPS,,,To be Determined,UKGBNI1NB030308216,Cusher River (Mount Norris),298770,334604,298770 334604,Discharge Point Coordinates,,,,,,,
SP002021953,Woodend Victoria Road WwPS,,,To be Determined,Undefined,Undefined,236357,400751,236357 400751,Discharge Point Coordinates,,,,,,,
SP002021799,Derryvale Road WwPS,,,To be Determined,UKGBNI1NB030308222,Torrent River,282936,367102,282936 367102,Discharge Point Coordinates,,,,,,,
SP002022988,Clontyfinnan WwPS,,,To be Determined,UKGBNI1NE040404001,Bush River (Armoy),304406,431919,304406 431919,Discharge Point Coordinates,,,,,,,
SP002022040,Makenny Road WwPS,,,To be Determined,UKGBNI1NW363601042,Ballinamallard River (Ballinamallard),226229,353353,226229 353353,Discharge Point Coordinates,,,,,,,
CO004356756,Ballybogy FA CSO,,,To be Determined,Undefined,Undefined,292274,432310,292274 432310,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356760,Cloghmills FA CSO,,,To be Determined,Undefined,Undefined,306575,417796,306575 417796,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022913,Armoy St Olcans WwPS,,,To be Determined,UKGBNI1NE040404001,Bush River (Armoy),306848,432820,306848 432820,Discharge Point Coordinates,,,,,,,
CO004395290,Dromara FA CSO,,,To be Determined,Undefined,Undefined,328746,349884,328746 349884,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021749,Moss Park WwPS,,,To be Determined,UKGBNI1NB030308224,Tall River (Rich Hill),294701,348065,294701 348065,Discharge Point Coordinates,,,,,,,
SP002022890,Drapersfield Millbank WwPS,,,To be Determined,UKGBNI1NB030304063,Ballinderry River (Derrygonnigan),284380,376803,284380 376803,Discharge Point Coordinates,,,,,,,
SP004025262,Omagh Hospital WwPS,,,To be Determined,UKGBNI1NW010108257,Camowen River (Omagh),247325,371646,247325 371646,Discharge Point Coordinates,,,,,,,
SP002022461,Old Mill Road WwPS,,,To be Determined,Undefined,Undefined,306992,343165,306992 343165,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357201,Lurganville FFT CSO,,,To be Determined,Undefined,Undefined,317559,359576,317559 359576,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357288,Drumilly FFT CSO,,,To be Determined,Undefined,Undefined,300309,326801,300309 326801,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022068,Mantlin Road Two WwPS,,,To be Determined,UKGBNI1NW363601053,Mantlin River,218357,363518,218357 363518,Discharge Point Coordinates,,,,,,,
SP002022898,Oaklea Road WwPS,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,294095,386920,294095 386920,Discharge Point Coordinates,,,,,,,
SP002022477,Kilclief One WwPS,,,To be Determined,GBNI8NE037,Strangford,358945,345814,358945 345814,Discharge Point Coordinates,,,,,,,
SP002022164,Derryburn WwPS,,,To be Determined,UKGBNI1NE050503048,River Lagan (Larch Hill),328893,350227,328893 350227,Discharge Point Coordinates,,,,,,,
SP002022457,Meadowbank WwPS,,,To be Determined,Undefined,Undefined,311846,347743,311846 347743,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021755,Glen Road Keady WwPS,,,To be Determined,UKGBNI1NB030307049,Clay River,284696,334296,284696 334296,Discharge Point Coordinates,,,,,,,
SP002022755,Limpey WwPS,,,To be Determined,Undefined,Undefined,340585,367683,340585 367683,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP004098831,Coolnacran WwPS,,,To be Determined,Undefined,Undefined,309974,342572,309974 342572,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357246,Newtownhamilton FFT CSO,,,To be Determined,Undefined,Undefined,292966,326801,292966 326801,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357289,Drumintee FFT CSO,,,To be Determined,Undefined,Undefined,303591,317335,303591 317335,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021843,Castlegore Road WwPS,,,To be Determined,UKGBNI1NW010102095,Derg River (Millbrook),226062,384058,226062 384058,Discharge Point Coordinates,,,,,,,
CO004356974,Lisowen FFT CSO,,,To be Determined,Undefined,Undefined,343095,356356,343095 356356,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357217,Seskinore FFT CSO,,,To be Determined,Undefined,Undefined,247985,363055,247985 363055,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984174,Duncreggan Road CSO,187,45138,Satisfactory,GBNI8NW020,Burn Dennet and Foyle,243855,418404,243855 418404,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,4,2,100,
CO000984145,Ballyclose Street CSO,33,18549,Satisfactory,UKGBNI1NW020202024,River Roe (Ballycarton),267258,423446,267258 423446,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,15,14,99.981,
CO000984156,Duke Street Roundabout CSO,88,7656,Unsatisfactory,GBNI8NW022,Burn Dennet and Foyle,243982,416380,243982 416380,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,93,943,100,
CO004279510,Millvale Bessbrook CSO,15,1903,Unsatisfactory,UKGBNI1NB060608240,Bessbrook (Newry) River,306400,328253,306400 328253,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,11,50,99.962,
SP002022781,Lower Woodburn WwPS,2,203,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,340030,386721,340030 386721,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,15,38,99.99,
CO003121871,Alfred Street Florence CSO,147,209444,Unsatisfactory,GBNI8NW022,Burn Dennet and Foyle,243999,416732,243999 416732,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,160,414,100,
CO003102075,Alexander Loop CSO,35,160125,Unsatisfactory,UKGBNI1NE050503087,Connswater,336184,372408,336184 372408,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,141,1464,99.973,
CO002914133,Mill Road Newtownabbey CSO,54,119945,Unsatisfactory,GBNI8NE002,Belfast Lough,334535,380182,334535 380182,Discharge Point Coordinates,Yes,254,2954,209,1844,99.921,
CO000984647,Glenabbey Crescent CSO,63,87969,Unsatisfactory,UKGBNI1NE050501118,Three Mile Water,335261,383074,335261 383074,Discharge Point Coordinates,Yes,127,515,99,231,99.931,
CO000984345,Abetta Parade Linen Gardens CSO,22,55114,Unsatisfactory,UKGBNI1NE050503087,Connswater,336433,373514,336433 373514,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,86,301,99.991,
CO000984302,Hibernia Street CSO,94,53845,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,339564,379273,339564 379273,Discharge Point Coordinates,Yes,53,242,NOT REPORTED,NOT REPORTED,NOT REPORTED,EDM instrumentation and / or signal failure in period. Maintenance/ replacements scheduled.
CO000984470,Park Royal CSO,88,52890,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,331276,370641,331276 370641,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,62,147,99.986,
CO003083289,Ballywalter Fowler 2 CSO,73,52420,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,362994,369323,362994 369323,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,33,182,99.987,
CO002965836,Articlave CSO,140,45775,Unsatisfactory,UKGBNI1NB030301221,Articlave River,278565,434333,278565 434333,Discharge Point Coordinates,Yes,115,1711,59,669,99.953,
CO000984174,Duncreggan Road CSO,187,45138,Satisfactory,GBNI8NW020,Burn Dennet and Foyle,243721,418478,243721 418478,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,4,2,100,
CO000984582,Blindgate Street CSO,147,41161,Unsatisfactory,UKGBNI5NB010010,Bann Estuary,284707,432058,284707 432058,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,91,112,99.995,
CO003146132,Lone Moor Road Brandywell CSO,87,40460,Unsatisfactory,UKGBNI5NW250030,Upper Foyle,242429,415641,242429 415641,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,55,49,97.232,
CO003596449,University Coleraine CSO,43,37183,Unsatisfactory,UKGBNI1NB030301222,Dundoonan Feeder,284703,433962,284703 433962,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,53,51,99.972,
CO000984454,Annsborough Park CSO,70,34296,Unsatisfactory,UKGBNI1NE050505113,Carrigs River,335567,336791,335567 336791,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,30,304,99.96,
CO002965080,Strathfoyle 1 CSO,29,33979,Unsatisfactory,UKGBNI5NW250030,Upper Foyle,246787,421359,246787 421359,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,49,374,99.843,
CO000984622,Killyleagh FFT CSO,22,30618,Unsatisfactory,UKGBNI6NE170,Strangford Lough South,353355,352483,353355 352483,Discharge Point Coordinates,Yes,6,0,4,0,99.978,
CO000984702,Gracehill Bridge CSO,59,29824,Unsatisfactory,UKGBNI1NB030302158,River Main (Cullybackey),307712,402190,307712 402190,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,24,90,99.917,
CO000984171,Culmore Road Belmont CSO,62,28592,Unsatisfactory,UKGBNI5NW250030,Upper Foyle,244017,418669,244017 418669,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,62,48,99.999,
CO003074405,Merville Mews 1 CSO,51,27484,Unsatisfactory,GBNI8NE002,Belfast Lough,334912,380768,334912 380768,Discharge Point Coordinates,Yes,76,232,74,144,99.962,
SP002023019,Castlerock Coastguard WwPS,32,22406,Unsatisfactory,GBNI8NW055,Roe,276746,436360,276746 436360,Discharge Point Coordinates,Yes,38,265,15,26,100,
CO003202189,New Road Greenwell CSO,60,20886,Unsatisfactory,UKGBNI1NE050504085,Cully's Burn,349469,373857,349469 373857,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,82,165,99.76,
CO000984145,Ballyclose Street CSO,33,18549,Satisfactory,UKGBNI1NW020202024,River Roe (Ballycarton),2672608,423837,2672608 423837,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,15,14,99.981,
CO000984105,Campsie Road CSO,58,16172,Unsatisfactory,UKGBNI1NW010108257,Camowen River (Omagh),245854,372881,245854 372881,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,80,101,99.976,
CO003074404,Camross Park 2 CSO,31,14349,Unsatisfactory,GBNI8NE002,Belfast Lough,334344,381164,334344 381164,Discharge Point Coordinates,Yes,71,167,61,84,99.979,
CO002852831,Net Walk CSO,41,14153,Unsatisfactory,UKGBNI6NE170,Strangford Lough South,353355,352483,353355 352483,Discharge Point Coordinates,Yes,101,818,66,153,99.922,
CO003057219,Ormeau Park North CSO,31,13498,Unsatisfactory,UKGBNI5NE100010,Lagan Estuary,334452,372484,334452 372484,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,33,50,99.986,
CO002987854,Shore Road Jordanstown CSO,18,13212,Unsatisfactory,GBNI8NE001,Belfast Lough,336245,383144,336245 383144,Discharge Point Coordinates,Yes,82,431,46,120,99.95,
CO000984761,Coleraine Road Portrush CSO,34,11241,Unsatisfactory,GBNI8NE013,Bush,285552,439904,285552 439904,Discharge Point Coordinates,Yes,36,32,19,20,99.548,
CO000984587,Murlough CSO,10,10836,Unsatisfactory,UKGBNI1NE050505113,Carrigs River,337821,332902,337821 332902,Discharge Point Coordinates,Yes,12,87,12,38,99.982,
CO000984631,Dromore Road CSO,83,9641,Satisfactory,UKGBNI1NE050505125,Ballynahinch River,336435,352225,336435 352225,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,34,22,99.98,
CO000984300,Stewart Place CSO,32,8528,Unsatisfactory,GBNI8NE024,Belfast Lough,339965,379394,339965 379394,Discharge Point Coordinates,Yes,142,659,117,327,99.871,
SP003061286,Runkerry Road Bushmills WwPS,23,8416,Unsatisfactory,GBNI8NE012,Bush,294283,443512,294283 443512,Discharge Point Coordinates,Yes,13,52,15,82,99.976,
CO000984469,Lisburn Road Golf Club CSO,15,8105,Unsatisfactory,Undefined,Undefined,331359,370663,331359 370663,Coordinates of Asset (Discharge Point Unavailable),Yes,NOT REPORTED,NOT REPORTED,54,63,99.99,
SP002630081,Sandy Bay WwPS,21,7703,Unsatisfactory,UKGBNI6NE050,Larne Lough North,341580,402665,341580 402665,Discharge Point Coordinates,Yes,86,342,83,312,99.899,
CO000984156,Duke Street Roundabout CSO,88,7656,Unsatisfactory,GBNI8NW022,Burn Dennet and Foyle,243979,416351,243979 416351,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,93,943,100,
CO000984639,Antrim Street Carrick CSO,24,7547,Unsatisfactory,GBNI8NE005,Belfast Lough,341580,387453,341580 387453,Discharge Point Coordinates,Yes,54,76,100,110,100,
CO002845703,Curran Road Loughview CSO,15,7498,Unsatisfactory,UKGBNI6NE050,Larne Lough North,341580,402665,341580 402665,Discharge Point Coordinates,Yes,126,774,115,577,100,
CO000984535,Fort Street CSO,28,6793,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,331764,374003,331764 374003,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,3,0,99.725,
SP002022288,Clanbrassil WwPS,28,6327,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,340390,380229,340390 380229,Discharge Point Coordinates,Yes,48,114,36,57,99.995,
CO002984714,Kircubbin Green CSO,36,5840,Unsatisfactory,Undefined,Undefined,359648,362860,359648 362860,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,83,179,99.985,
CO004072052,Antrim Street CSO,8,5697,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),326431,364424,326431 364424,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,0,0,99.968,
CO000984532,Comber Road Shop Centre CSO,30,5545,Unsatisfactory,UKGBNI1NE050504080,Enler River (Dundonald),341529,373720,341529 373720,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,107,186,99.954,
CO000984645,Woodburn Road Whinfield CSO,24,5492,Unsatisfactory,UKGBNI1NE050501120,Woodburn River,340251,387948,340251 387948,Discharge Point Coordinates,Yes,35,52,12,11,99.921,
CO003135895,Queens Street Library CSO,37,5281,Unsatisfactory,UKGBNI1NB030301223,Ballyversal Stream,284794,432703,284794 432703,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,1,0,96.325,
CO002869462,Minorca Place CSO,22,5260,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,341174,386886,341174 386886,Discharge Point Coordinates,Yes,12,4,4,0,99.902,
CO000984180,Northland Playing Fields CSO,76,5160,Unsatisfactory,GBNI8NW020,Burn Dennet and Foyle,243477,418905,243477 418905,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,110,1076,99.995,
SP003280914,Holywood C WwPS,5,5016,Unsatisfactory,GBNI8NE024,Belfast Lough,338955,378289,338955 378289,Discharge Point Coordinates,Yes,1,7,2,5,99.994,
SP002987824,Shore Road Millisle WWPS,11,4948,Satisfactory,GBNI8NE028,Strangford,359989,375878,359989 375878,Discharge Point Coordinates,Yes,14,89,8,13,99.954,
SP002022326,Fort Road WwPS,6,4918,Unsatisfactory,GBNI8NE024,Belfast Lough,346022,382915,346022 382915,Discharge Point Coordinates,Yes,25,134,7,24,99.927,
CO002852716,Downshire Invert CSO,24,4606,Unsatisfactory,UKGBNI1NE050505127,River Lagan (Lisburn),320140,353284,320140 353284,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,26,61,99.456,
CO000984433,Main Street Dundrum Three CSO,50,4479,Unsatisfactory,GBNI8NE041,South Down,340439,336303,340439 336303,Discharge Point Coordinates,Yes,45,67,32,29,99.944,
SP002022323,Helens Bay Grey Point WwPS,12,4120,Unsatisfactory,UKGBNI6NE080,Belfast Lough Outer,345888,383355,345888 383355,Discharge Point Coordinates,Yes,29,185,16,76,99.949,
SP002022950,Berrins WwPS,18,4101,Unsatisfactory,GBNI8NE013,Bush,281238,437567,281238 437567,Discharge Point Coordinates,Yes,23,13,18,130,99.935,
CO000984309,Brooklands Crescent CSO,19,3855,Unsatisfactory,UKGBNI1NE050504080,Enler River (Dundonald),342927,374086,342927 374086,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,25,7,99.993,
CO000984684,Shore Road Whitewell CSO,22,3429,Unsatisfactory,GBNI8NE002,Belfast Lough,334311,379555,334311 379555,Discharge Point Coordinates,Yes,71,180,94,158,94.742,
CO000984169,Gleneagles CSO,59,3344,Unsatisfactory,UKGBNI5NW250030,Upper Foyle,245080,419190,245080 419190,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,80,87,99.932,
SP002022786,Whiteabbey Shore Road WwPS,22,3339,Unsatisfactory,UKGBNI1NE050501118,Three Mile Water,335869,382929,335869 382929,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,5,4,99.976,
CO002849750,Ballybarnes Meadow CSO,19,3290,Unsatisfactory,UKGBNI1NE050504085,Cully's Burn,345881,375197,345881 375197,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,69,72,99.938,
CO003079063,Dunfield Terrace 2 CSO,23,3278,Unsatisfactory,GBNI8NW022,Burn Dennet and Foyle,243790,416003,243790 416003,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,99,164,99.989,
CO002849759,New Barnsley Park CSO,21,3231,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,330317,374022,330317 374022,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,48,60,99.983,
SP002022226,Commons Donaghadee WwPS,9,3223,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359459,378946,359459 378946,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,11,68,99.974,
