CARID,Name,Predicted Spill Frequency / Year,Predicted Spill Volume / Year (m3),Storm Overflow Classification,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description,Monitored,2023 Spill Count,2023 Spill Duration (hrs),2024 Spill count,2024 Spill duration (hrs),2024 Percent Availability,Commentary
SP002975725,Massereene Lough Road WwPS,3,2165,Satisfactory,UKGBNI1NB030305122,Six mile Water (Antrim),314581,386638,314581 386638,Discharge Point Coordinates,,,,,,,
CO003346925,Upper Greenwell Street CSO,11,2147,Unsatisfactory,UKGBNI1NE050504085,Cully's Burn,349798,373865,349798 373865,Discharge Point Coordinates,,,,,,,
SP002022232,Warren Avenue WwPS,9,2116,Unsatisfactory,GBNI8NE026,Belfast Lough,358711,381085,358711 381085,Discharge Point Coordinates,,,,,,,
CO000984683,Umry Lodge CSO,18,2112,Unsatisfactory,UKGBNI1NB030305162,Holywell Burn,313760,387422,313760 387422,Discharge Point Coordinates,,,,,,,
CO000984080,Riverside CSO,79,2111,Unsatisfactory,UKGBNI1NW363602039,Erne River (Enniskillen),223280,344606,223280 344606,Discharge Point Coordinates,,,,,,,
CO002586960,St Lurachs Road CSO,58,2061,Unsatisfactory,UKGBNI1NB030303167,Back Burn,285278,399928,285278 399928,Discharge Point Coordinates,,,,,,,
CO002988814,Knock Laburnum CSO,12,2053,Unsatisfactory,UKGBNI1NE050503087,Connswater,337922,372460,337922 372460,Discharge Point Coordinates,,,,,,,
CO000984298,Bangor Road Seapark CSO,8,2042,Unsatisfactory,GBNI8NE024,Belfast Lough,340357,379575,340357 379575,Discharge Point Coordinates,,,,,,,
CO003042584,Antrim Street McKeown CSO,13,2034,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),326443,364425,326443 364425,Discharge Point Coordinates,,,,,,,
SP002022738,Creagh Hill WwPS,49,1995,Unsatisfactory,UKGBNI1NB030301169,Lower River Bann (Toome),295137,392529,295137 392529,Discharge Point Coordinates,,,,,,,
SP002022108,Castlemurray Castletown WwPS,52,1980,Unsatisfactory,UKGBNI1NW010104074,Finn River,232986,397039,232986 397039,Discharge Point Coordinates,,,,,,,
CO000984356,Purdys Lane CSO,43,1975,Unsatisfactory,Undefined,Undefined,335072,370074,335072 370074,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO002849752,Ballyrogan Park CSO,12,1963,Unsatisfactory,UKGBNI1NE050504080,Enler River (Dundonald),345140,374890,345140 374890,Discharge Point Coordinates,,,,,,,
SP002022640,Cardonaghy WwPS,42,1958,Unsatisfactory,UKGBNI1NB030302158,River Main (Cullybackey),305722,404860,305722 404860,Discharge Point Coordinates,,,,,,,
CO000984263,Warren Road Shore CSO,11,1956,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
CO000984392,Glebe Hill Road CSO,44,1937,Unsatisfactory,UKGBNI1NB030308218,Cusher River (Tandragee),303339,345591,303339 345591,Discharge Point Coordinates,,,,,,,
SP002022022,Killyhevlin Industrial Estate WwPS,15,1878,Unsatisfactory,UKGBNI1NW363602035,Erne River (Bellanaleck),225114,342186,225114 342186,Discharge Point Coordinates,,,,,,,
SP002022167,Millturn WwPS,28,1850,Unsatisfactory,UKGBNI1NE050505127,River Lagan (Lisburn),319584,353092,319584 353092,Discharge Point Coordinates,,,,,,,
CO000984380,Lansdowne Road CSO,5,1818,Unsatisfactory,GBNI8NE023,Lagan,333676,377979,333676 377979,Discharge Point Coordinates,,,,,,,
CO000984176,Rock Road CSO,24,1783,Unsatisfactory,GBNI8NW020,Burn Dennet and Foyle,243619,417897,243619 417897,Discharge Point Coordinates,,,,,,,
SP002022222,Madden Road South WwPS,11,1756,Unsatisfactory,UKGBNI1NB030308218,Cusher River (Tandragee),303535,346093,303535 346093,Discharge Point Coordinates,,,,,,,
CO000984387,Carrickblacker Road CSO,20,1756,Unsatisfactory,UKGBNI1NB030308243,Lough Neagh Peripherals,301511,353866,301511 353866,Discharge Point Coordinates,,,,,,,
CO000984623,Seaview CSO,8,1729,Unsatisfactory,UKGBNI6NE170,Strangford Lough South,352760,352407,352760 352407,Discharge Point Coordinates,,,,,,,
CO000984723,Moneymore Road CSO,43,1711,Unsatisfactory,UKGBNI1NB030303144,Magherafelt Burn,289416,390226,289416 390226,Discharge Point Coordinates,,,,,,,
CO000984700,Larne Road Ballymena CSO,63,1667,Satisfactory,UKGBNI1NB030302017,Deerfin Burn,310930,402095,310930 402095,Discharge Point Coordinates,,,,,,,
CO000984637,Taylors Avenue CSO,10,1662,Unsatisfactory,GBNI8NE005,Belfast Lough,342002,387823,342002 387823,Discharge Point Coordinates,,,,,,,
CO003042924,Kinnegar Road CSO,4,1655,Unsatisfactory,Undefined,Undefined,330728,369937,330728 369937,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984424,Ardglass Harbour CSO,50,1649,Unsatisfactory,GBNI8NE038,South Down,356218,337114,356218 337114,Discharge Point Coordinates,,,,,,,
CO004356925,Annahilt Ballycrune  FA CSO,23,1625,Unsatisfactory,Undefined,Undefined,330325,356132,330325 356132,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022536,Kilkeel Harbour WwPS,11,1620,Unsatisfactory,UKGBNI6NB020,Mourne Coast,331551,313815,331551 313815,Discharge Point Coordinates,,,,,,,
CO000984718,Brough Road West CSO,18,1608,Satisfactory,UKGBNI1NB030303154,Moyola River (Castledawson),293803,392400,293803 392400,Discharge Point Coordinates,,,,,,,
SP002022926,Marian Hall WwPS,24,1587,Unsatisfactory,UKGBNI1NB030301149,Lower River Bann (Kilrea),292347,411803,292347 411803,Discharge Point Coordinates,,,,,,,
CO000984671,Cranfield Park East CSO,7,1580,Unsatisfactory,UKGBNI1NE040405047,Larne (Inver) River,338608,403206,338608 403206,Discharge Point Coordinates,,,,,,,
SP002022297,Portavogie South WwPS,15,1579,Unsatisfactory,GBNI8NE029,Strangford,366062,359940,366062 359940,Discharge Point Coordinates,,,,,,,
SP002021731,Drumcairn WwPS,21,1563,Unsatisfactory,UKGBNI1NB030308225,Callan River (Derryscollop),286996,346827,286996 346827,Discharge Point Coordinates,,,,,,,
CO004413555,Straid Ballyclare Antrim CSO,24,1516,Satisfactory,Undefined,Undefined,333668,392036,333668 392036,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO003017025,Rodgers Villas CSO,25,1514,Unsatisfactory,UKGBNI1NW010102006,Drumragh River,246292,372319,246292 372319,Discharge Point Coordinates,,,,,,,
SP002022853,Dunsilly WwPS,33,1506,Unsatisfactory,Undefined,Undefined,313665,390303,313665 390303,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022356,Ashtree Cottages WwPS,61,1497,Unsatisfactory,UKGBNI1NB060608227,Newry River,310298,328188,310298 328188,Discharge Point Coordinates,,,,,,,
CO004414611,Kinedale Park CSO,11,1490,Unsatisfactory,UKGBNI1NE050505125,Ballynahinch River,335689,352799,335689 352799,Discharge Point Coordinates,,,,,,,
SP002022882,Derryloran Industrial Estate One WwPS,20,1461,Satisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),280340,376420,280340 376420,Discharge Point Coordinates,,,,,,,
SP002022696,Riverside South WwPS,11,1456,Unsatisfactory,UKGBNI1NB030303154,Moyola River (Castledawson),293446,393007,293446 393007,Discharge Point Coordinates,,,,,,,
SP002021892,Lettershendony 2 WwPS,45,1453,Unsatisfactory,UKGBNI1NW020208259,Faughan River (Carnmoney),249970,415017,249970 415017,Discharge Point Coordinates,,,,,,,
CO002974463,Perry Street CSO,49,1433,Unsatisfactory,UKGBNI1NB030307025,River Rhone (Moygashel),279557,362097,279557 362097,Discharge Point Coordinates,,,,,,,
SP004227782,Crumlin Town 1 WwPS,6,1409,Satisfactory,UKGBNI1NB030306087,Crumlin River (Crumlin),314869,376626,314869 376626,Discharge Point Coordinates,,,,,,,
CO004438299,Donghcloney Mill CSO,14,1406,Satisfactory,UKGBNI1NE050505127,River Lagan (Lisburn),312977,353439,312977 353439,Discharge Point Coordinates,,,,,,,
SP002838237,Carnbane Shepherds Way 3 WwPS,13,1406,Unsatisfactory,UKGBNI1NB060608227,Newry River,307903,328665,307903 328665,Discharge Point Coordinates,,,,,,,
CO000984319,Kensington Road CSO,8,1365,Unsatisfactory,UKGBNI1NE050503087,Connswater,339270,373045,339270 373045,Discharge Point Coordinates,,,,,,,
CO004310771,Glencree Cookstown CSO,162,1363,Unsatisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),281398,377515,281398 377515,Discharge Point Coordinates,,,,,,,
CO000984224,Mountjoy Road CSO,22,1348,Unsatisfactory,Undefined,Undefined,245226,373075,245226 373075,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022411,Seagoe Industrial WwPS,11,1328,Unsatisfactory,UKGBNI1NB030308243,Lough Neagh Peripherals,301692,355595,301692 355595,Discharge Point Coordinates,,,,,,,
CO000984329,Houston Park Marina CSO,9,1322,Unsatisfactory,UKGBNI1NE050503087,Connswater,336992,372616,336992 372616,Discharge Point Coordinates,,,,,,,
CO000984768,Mill Road Kilrea CSO,93,1318,Unsatisfactory,UKGBNI1NB030301149,Lower River Bann (Kilrea),292773,412813,292773 412813,Discharge Point Coordinates,,,,,,,
CO000984316,Knocknagoney Park CSO,8,1318,Unsatisfactory,GBNI8NE023,Lagan,338331,376436,338331 376436,Discharge Point Coordinates,,,,,,,
CO000984086,Sligo Road One CSO,177,1285,Unsatisfactory,UKGBNI1NW363602039,Erne River (Enniskillen),222944,344034,222944 344034,Discharge Point Coordinates,,,,,,,
CO000984770,Craiglea Gardens Kilrea CSO,43,1283,Unsatisfactory,UKGBNI1NB030301149,Lower River Bann (Kilrea),292468,412886,292468 412886,Discharge Point Coordinates,,,,,,,
CO003166295,Castle Park Putting Green CSO,1,1220,Satisfactory,GBNI8NE042,South Down,337609,331109,337609 331109,Discharge Point Coordinates,,,,,,,
CO000984736,Westland Park CSO,116,1217,Unsatisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),279829,378282,279829 378282,Discharge Point Coordinates,,,,,,,
SP002022155,Drumbeg Drive WwPS,127,1186,Satisfactory,UKGBNI1NE050505127,River Lagan (Lisburn),325157,363552,325157 363552,Discharge Point Coordinates,,,,,,,
CO000984494,Ingledale Park CSO,4,1179,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,331209,375934,331209 375934,Discharge Point Coordinates,,,,,,,
SP002022387,Saintfield Crossgar WwPS,5,1174,Unsatisfactory,UKGBNI1NE050505124,Glasswater River,341120,358370,341120 358370,Discharge Point Coordinates,,,,,,,
CO000984697,Deramore Park CSO,38,1155,Satisfactory,UKGBNI1NB030302018,Braid River (Ballymena),311552,404692,311552 404692,Discharge Point Coordinates,,,,,,,
SP002870070,Seaforde WwPS,23,1135,Unsatisfactory,UKGBNI1NE050505060,Ardilea River,340014,341324,340014 341324,Discharge Point Coordinates,,,,,,,
SP002022331,Summerhill WwPS,2,1117,Unsatisfactory,UKGBNI1NE050503087,Connswater,339732,373688,339732 373688,Discharge Point Coordinates,,,,,,,
CO000984719,Bridge Street CSO,54,1117,Satisfactory,UKGBNI1NB030303154,Moyola River (Castledawson),292906,393311,292906 393311,Discharge Point Coordinates,,,,,,,
CO000984642,Irish Quarter South CSO,11,1107,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,341174,386886,341174 386886,Discharge Point Coordinates,,,,,,,
CO000984480,Sunningdale Gardens CSO,6,1098,Unsatisfactory,GBNI8NE023,Lagan,332103,377757,332103 377757,Discharge Point Coordinates,,,,,,,
CO000984690,Cullybackey Road Drennans CSO,28,1097,Unsatisfactory,UKGBNI1NB030302018,Braid River (Ballymena),310388,403441,310388 403441,Discharge Point Coordinates,,,,,,,
SP002022098,Coronation Cottages WwPS,48,1065,Unsatisfactory,UKGBNI1NW010108258,Strule River,245267,375814,245267 375814,Discharge Point Coordinates,,,,,,,
SP002022302,Cloughey North WwPS,9,1062,Satisfactory,GBNI8NE030,Strangford,363948,356996,363948 356996,Discharge Point Coordinates,,,,,,,
SP002021818,Laurelview WwPS,12,1052,Unsatisfactory,Undefined,Undefined,281287,361952,281287 361952,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022295,Ratalla WwPS,12,1052,Satisfactory,GBNI8NE030,Strangford,365392,358529,365392 358529,Discharge Point Coordinates,,,,,,,
SP002022836,Dublin Road Antrim WwPS,14,1035,Unsatisfactory,UKGBNI1NB030305122,Six mile Water (Antrim),314989,385832,314989 385832,Discharge Point Coordinates,,,,,,,
CO000984157,Bonds Hill CSO,26,1034,Unsatisfactory,GBNI8NW022,Burn Dennet and Foyle,243996,416452,243996 416452,Discharge Point Coordinates,,,,,,,
CO000984099,Riverview Queen Street CSO,5,1033,Unsatisfactory,UKGBNI1NW363602039,Erne River (Enniskillen),223344,344514,223344 344514,Discharge Point Coordinates,,,,,,,
CO000984351,Connswater Street Severn CSO,2,1030,Unsatisfactory,UKGBNI1NE050503087,Connswater,336406,374337,336406 374337,Discharge Point Coordinates,,,,,,,
CO000984478,Lawnbrook Avenue Centurion CSO,3,1030,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,332021,374528,332021 374528,Discharge Point Coordinates,,,,,,,
CO000984290,Croft Road Woodcroft CSO,3,1012,Unsatisfactory,GBNI8NE024,Belfast Lough,341073,378953,341073 378953,Discharge Point Coordinates,,,,,,,
CO000984318,Abbey Park Barnetts CSO,1,989,Unsatisfactory,UKGBNI1NE050503087,Connswater,339657,373650,339657 373650,Discharge Point Coordinates,,,,,,,
CO000984102,Arleston Park CSO,20,972,Unsatisfactory,UKGBNI1NW010108257,Camowen River (Omagh),246275,373108,246275 373108,Discharge Point Coordinates,,,,,,,
CO000984218,Tamlaght Road Coolnagard Lower CSO,31,969,Unsatisfactory,Undefined,Undefined,244469,372295,244469 372295,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984217,Christian Brothers CSO,28,965,Unsatisfactory,UKGBNI1NW010102006,Drumragh River,245171,372374,245171 372374,Discharge Point Coordinates,,,,,,,
SP002021742,Mullaghbrack Drumlack WwPS,18,956,Unsatisfactory,UKGBNI1NB030308110,Ballybay River,295702,341792,295702 341792,Discharge Point Coordinates,,,,,,,
CO000984357,Knockbreda Park Knockbreda CSO,5,941,Unsatisfactory,Undefined,Undefined,335200,370965,335200 370965,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022135,Ramada WwPS,36,924,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),333114,369140,333114 369140,Discharge Point Coordinates,,,,,,,
CO004542379,Magherageary CSO,9,923,Unsatisfactory,Undefined,Undefined,324173,361746,324173 361746,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984359,Mornington Place CSO,12,915,Unsatisfactory,GBNI8NE023,Lagan,334240,370907,334240 370907,Discharge Point Coordinates,,,,,,,
CO000984409,Ballynahinch Road Waterloo CSO,44,873,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),327901,362206,327901 362206,Discharge Point Coordinates,,,,,,,
CO000984375,Mount Vernon CSO,5,872,Unsatisfactory,GBNI8NE023,Lagan,334116,377855,334116 377855,Discharge Point Coordinates,,,,,,,
CO000984669,Upper Cairnscastle Road CSO,3,872,Unsatisfactory,UKGBNI1NE040405047,Larne (Inver) River,339249,403042,339249 403042,Discharge Point Coordinates,,,,,,,
SP002022417,Rocky Crescent WwPS,20,868,Unsatisfactory,Undefined,Undefined,297515,355496,297515 355496,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984771,Bowling Green Kilrea CSO,30,844,Unsatisfactory,UKGBNI1NB030301149,Lower River Bann (Kilrea),292383,412796,292383 412796,Discharge Point Coordinates,,,,,,,
CO000984264,East Street Castle CSO,4,839,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
CO000984670,Cairngorm Drive CSO,2,838,Unsatisfactory,UKGBNI1NE040405047,Larne (Inver) River,338590,403238,338590 403238,Discharge Point Coordinates,,,,,,,
CO002870011,Poundburn 2 CSO,9,832,Unsatisfactory,UKGBNI1NE050505125,Ballynahinch River,329564,354988,329564 354988,Discharge Point Coordinates,,,,,,,
CO004356858,Culmore FA CSO,15,827,Unsatisfactory,UKGBNI5NW250040,Foyle Harbour and Faughan,247804,423115,247804 423115,Discharge Point Coordinates,,,,,,,
SP002022558,Mourne Grange WwPS,9,827,Unsatisfactory,Undefined,Undefined,328448,314901,328448 314901,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984693,PO Sorting Office CSO,14,810,Unsatisfactory,UKGBNI1NB030302018,Braid River (Ballymena),310398,402455,310398 402455,Discharge Point Coordinates,,,,,,,
SP002022721,Moneysharvan WwPS,31,807,Unsatisfactory,UKGBNI1NB030308234,Grillagh River,285578,401337,285578 401337,Discharge Point Coordinates,,,,,,,
CO000984106,Irishtown Road CSO,45,801,Unsatisfactory,UKGBNI1NW010102006,Drumragh River,245915,372233,245915 372233,Discharge Point Coordinates,,,,,,,
CO000984450,Greencastle Road CSO,5,765,Unsatisfactory,UKGBNI6NB020,Mourne Coast,330777,313269,330777 313269,Discharge Point Coordinates,,,,,,,
SP002022453,Lurganure Road WwPS,54,759,Unsatisfactory,UKGBNI1NE050505127,River Lagan (Lisburn),321176,362617,321176 362617,Discharge Point Coordinates,,,,,,,
CO000984653,Kitsons Yard CSO,2,758,Unsatisfactory,GBNI8NE058,Glens and Rathlin,340545,403073,340545 403073,Discharge Point Coordinates,,,,,,,
CO002974656,Knocknagoney Dale CSO,5,757,Unsatisfactory,GBNI8NE023,Lagan,338265,376437,338265 376437,Discharge Point Coordinates,,,,,,,
SP002022848,Killead WwPS,19,753,Unsatisfactory,UKGBNI1NB030306127,Dunore River,317415,381154,317415 381154,Discharge Point Coordinates,,,,,,,
CO003040618,Osbourne Drive CSO,28,752,Unsatisfactory,UKGBNI1NE050504009,Dibney River,351784,353630,351784 353630,Discharge Point Coordinates,,,,,,,
CO000984074,Derrychara Link CSO,8,751,Unsatisfactory,UKGBNI1NW363602039,Erne River (Enniskillen),224020,343801,224020 343801,Discharge Point Coordinates,,,,,,,
CO002852709,High Street Hunters CSO,4,748,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
SP002022759,Ballylesson Giants Ring WwPS,22,745,Unsatisfactory,UKGBNI1NE050503108,River Lagan (Stranmillis),333028,367491,333028 367491,Discharge Point Coordinates,,,,,,,
SP002022849,Crumlin Bridge WwPS,20,743,Unsatisfactory,UKGBNI1NB030306087,Crumlin River (Crumlin),315449,376450,315449 376450,Discharge Point Coordinates,,,,,,,
SP002022158,Mazetown Lurganure WwPS,18,742,Unsatisfactory,Undefined,Undefined,322572,362991,322572 362991,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022874,Devenagh Burn WwPS,1,736,Satisfactory,UKGBNI1NB030302018,Braid River (Ballymena),311868,403073,311868 403073,Discharge Point Coordinates,,,,,,,
CO000984107,Omagh Golf Course CSO,29,719,Unsatisfactory,UKGBNI1NW010102006,Drumragh River,246087,371511,246087 371511,Discharge Point Coordinates,,,,,,,
CO000984701,Bridge Street Ballymena CSO,14,712,Satisfactory,UKGBNI1NB030302018,Braid River (Ballymena),310579,402990,310579 402990,Discharge Point Coordinates,,,,,,,
SP003208139,Sunnyside Street Annadale WwPS,2,676,Unsatisfactory,Undefined,Undefined,334081,371859,334081 371859,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984192,Limestone Road Oceanic CSO,1,664,Unsatisfactory,GBNI8NE023,Lagan,333332,376391,333332 376391,Discharge Point Coordinates,,,,,,,
CO004128484,Shore Road 134-137 CSO,1,662,Unsatisfactory,GBNI8NE002,Belfast Lough,334535,380182,334535 380182,Discharge Point Coordinates,,,,,,,
SP002022156,Sprucefield Blaris WwPS,10,651,Unsatisfactory,UKGBNI1NE050503047,Ravernet River (Sprucefield),326324,362788,326324 362788,Discharge Point Coordinates,,,,,,,
CO000984266,Cloughey Road Portavogie CSO,6,637,Unsatisfactory,GBNI8NE030,Strangford,365522,358994,365522 358994,Discharge Point Coordinates,,,,,,,
CO000984259,Moat Street East CSO,3,629,Unsatisfactory,UKGBNI6NE200,Ards Penninsula,359723,379285,359723 379285,Discharge Point Coordinates,,,,,,,
SP002022690,Hospital Road East WwPS,13,628,Unsatisfactory,UKGBNI1NB030303144,Magherafelt Burn,289185,391653,289185 391653,Discharge Point Coordinates,,,,,,,
CO000984695,Knockan Road Braid CSO,7,625,Satisfactory,UKGBNI1NB030302010,Braid River (Rabbit Hill),314465,406607,314465 406607,Discharge Point Coordinates,,,,,,,
CO002852832,Boyd Avenue CSO,21,620,Unsatisfactory,UKGBNI6NE170,Strangford Lough South,359837,362421,359837 362421,Discharge Point Coordinates,,,,,,,
CO000984225,Dromore Road Industrial CSO,20,619,Unsatisfactory,Undefined,Undefined,244746,372249,244746 372249,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984292,Woodcroft Park CSO,4,600,Unsatisfactory,GBNI8NE024,Belfast Lough,340992,378890,340992 378890,Discharge Point Coordinates,,,,,,,
CO000984676,Park Street CSO,21,597,Unsatisfactory,UKGBNI1NB030305204,Six Mile Water (Ballyclare),329027,391144,329027 391144,Discharge Point Coordinates,,,,,,,
CO002992151,Crawfords Glen CSO,25,593,Unsatisfactory,UKGBNI1NB060608240,Bessbrook (Newry) River,303957,326972,303957 326972,Discharge Point Coordinates,,,,,,,
SP002022375,Balloo Killinchy Bridge WwPS,2,589,Unsatisfactory,UKGBNI1NE050504057,Blackwater (Ards) River,349650,360923,349650 360923,Discharge Point Coordinates,,,,,,,
SP002022105,Lisnafin Park WwPS,11,589,Unsatisfactory,UKGBNI1NW010104074,Finn River,233514,397169,233514 397169,Discharge Point Coordinates,,,,,,,
CO000984666,Mill Brae One CSO,15,586,Unsatisfactory,Undefined,Undefined,339008,402486,339008 402486,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021940,New Buildings Desmonds WwPS,46,585,Unsatisfactory,GBNI8NW022,Burn Dennet and Foyle,240525,412320,240525 412320,Discharge Point Coordinates,,,,,,,
CO000984291,Princess Gardens Holywood CSO,3,575,Unsatisfactory,GBNI8NE024,Belfast Lough,341067,379200,341067 379200,Discharge Point Coordinates,,,,,,,
